state,month_year,cocaine,heroin,methadone,number_of_deaths,number_drug_overdose_death,opioids,percent_drugs_specified,psychostimulants,unemployment_data
IL,Jul-2017,0,0,0,105607,2486,0,0,0,4.9
IL,Jul-2018,0,0,0,107754,2880,0,0,0,4.2
IL,Jun-2015,0,0,0,104648,1766,0,0,0,5.9
IL,Jun-2016,0,0,0,103275,2213,0,0,0,5.9
IL,Jun-2017,0,0,0,105673,2462,0,0,0,4.9
IL,Jun-2018,0,0,0,107631,2860,0,0,0,4.3
IL,Mar-2015,0,0,0,103679,1688,0,0,0,6.0
IL,Mar-2016,0,0,0,103543,2025,0,0,0,6.1
IL,Mar-2017,0,0,0,105376,2543,0,0,0,5.0
IL,Mar-2018,0,0,0,107327,2767,0,0,0,4.3
IL,May-2015,0,0,0,104525,1782,0,0,0,6.0
IL,May-2016,0,0,0,103228,2129,0,0,0,5.9
IL,May-2017,0,0,0,105625,2473,0,0,0,4.9
IL,May-2018,0,0,0,107678,2853,0,0,0,4.3
IL,Nov-2015,0,0,0,105252,1860,0,0,0,6.0
IL,Nov-2016,0,0,0,103309,2333,0,0,0,5.5
IL,Nov-2017,0,0,0,106309,2781,0,0,0,4.7
IL,Oct-2015,0,0,0,105465,1847,0,0,0,5.9
IL,Oct-2016,0,0,0,103256,2297,0,0,0,5.6
IL,Oct-2017,0,0,0,105958,2714,0,0,0,4.8
IL,Sep-2015,0,0,0,105207,1813,0,0,0,5.9
IL,Sep-2016,0,0,0,103368,2319,0,0,0,5.6
IL,Sep-2017,0,0,0,105968,2650,0,0,0,4.9
IN,Apr-2015,0,0,0,63354,1208,0,0,0,5.0
IN,Apr-2016,0,0,0,62811,1285,0,0,0,4.7
IN,Apr-2017,0,0,0,65321,1700,0,0,0,3.5
IN,Apr-2018,0,0,0,66182,1699,0,0,0,3.4
IN,Aug-2015,0,0,0,63694,1221,0,0,0,4.6
IN,Aug-2016,0,0,0,62933,1421,0,0,0,4.3
IN,Aug-2017,0,0,0,65909,1762,0,0,0,3.6
IN,Aug-2018,0,0,0,66213,1660,0,0,0,3.5
IN,Dec-2015,0,0,0,63255,1232,0,0,0,4.6
IN,Dec-2016,0,0,0,64051,1506,0,0,0,4.0
IN,Dec-2017,0,0,0,66053,1835,0,0,0,3.3
IN,Feb-2015,0,0,0,62377,1151,0,0,0,5.3
IN,Feb-2016,0,0,0,62863,1259,0,0,0,4.7
IN,Feb-2017,0,0,0,64783,1629,0,0,0,3.7
IN,Feb-2018,0,0,0,66499,1749,0,0,0,3.3
IN,Jan-2015,0,0,0,62174,1162,0,0,0,5.4
IN,Jan-2016,0,0,0,62610,1228,0,0,0,4.7
IN,Jan-2017,0,0,0,64506,1576,0,0,0,3.9
IN,Jan-2018,0,0,0,66624,1805,0,0,0,3.3
IN,Jul-2015,0,0,0,63570,1207,0,0,0,4.7
IN,Jul-2016,0,0,0,62795,1383,0,0,0,4.4
IN,Jul-2017,0,0,0,65911,1777,0,0,0,3.5
IN,Jul-2018,0,0,0,66110,1655,0,0,0,3.5
IN,Jun-2015,0,0,0,63517,1217,0,0,0,4.8
IN,Jun-2016,0,0,0,62648,1354,0,0,0,4.5
IN,Jun-2017,0,0,0,65867,1720,0,0,0,3.5
IN,Jun-2018,0,0,0,66068,1677,0,0,0,3.5
IN,Mar-2015,0,0,0,62886,1193,0,0,0,5.1
IN,Mar-2016,0,0,0,62968,1264,0,0,0,4.7
IN,Mar-2017,0,0,0,65084,1664,0,0,0,3.6
IN,Mar-2018,0,0,0,66194,1723,0,0,0,3.4
IN,May-2015,0,0,0,63491,1203,0,0,0,4.9
IN,May-2016,0,0,0,62632,1321,0,0,0,4.6
IN,May-2017,0,0,0,65558,1721,0,0,0,3.5
IN,May-2018,0,0,0,66199,1677,0,0,0,3.5
IN,Nov-2015,0,0,0,63655,1218,0,0,0,4.6
IN,Nov-2016,0,0,0,63580,1469,0,0,0,4.1
IN,Nov-2017,0,0,0,66004,1861,0,0,0,3.4
IN,Oct-2015,0,0,0,63829,1205,0,0,0,4.5
IN,Oct-2016,0,0,0,63185,1441,0,0,0,4.2
IN,Oct-2017,0,0,0,66020,1842,0,0,0,3.5
IN,Sep-2015,0,0,0,63837,1210,0,0,0,4.5
IN,Sep-2016,0,0,0,62891,1434,0,0,0,4.2
IN,Sep-2017,0,0,0,66057,1802,0,0,0,3.5
KS,Apr-2015,0,0,0,25392,332,0,0,0,4.4
KS,Apr-2016,0,0,0,25463,312,0,0,0,4.0
KS,Apr-2017,0,0,0,26134,317,0,0,0,3.7
KS,Apr-2018,0,0,0,26332,323,0,0,0,3.4
KS,Aug-2015,0,0,0,25885,337,0,0,0,4.0
KS,Aug-2016,0,0,0,25308,320,0,0,0,4.1
KS,Aug-2017,0,0,0,26011,297,0,0,0,3.6
KS,Aug-2018,0,0,0,26467,354,0,0,0,3.3
KS,Dec-2015,0,0,0,25863,323,0,0,0,3.9
KS,Dec-2016,0,0,0,25489,313,0,0,0,4.0
KS,Dec-2017,0,0,0,26148,323,0,0,0,3.5
KS,Feb-2015,0,0,0,25320,308,0,0,0,4.4
KS,Feb-2016,0,0,0,25507,317,0,0,0,3.9
KS,Feb-2017,0,0,0,25933,324,0,0,0,3.8
KS,Feb-2018,0,0,0,26298,317,0,0,0,3.5
KS,Jan-2015,0,0,0,25208,312,0,0,0,4.3
KS,Jan-2016,0,0,0,25598,313,0,0,0,4.0
KS,Jan-2017,0,0,0,25718,327,0,0,0,3.9
KS,Jan-2018,0,0,0,26281,319,0,0,0,3.5
KS,Jul-2015,0,0,0,25803,328,0,0,0,4.1
KS,Jul-2016,0,0,0,25292,320,0,0,0,4.1
KS,Jul-2017,0,0,0,26133,310,0,0,0,3.6
KS,Jul-2018,0,0,0,26422,344,0,0,0,3.3
KS,Jun-2015,0,0,0,25657,330,0,0,0,4.2
KS,Jun-2016,0,0,0,25353,319,0,0,0,4.1
KS,Jun-2017,0,0,0,26079,301,0,0,0,3.7
KS,Jun-2018,0,0,0,26517,346,0,0,0,3.3
KS,Mar-2015,0,0,0,25392,323,0,0,0,4.4
KS,Mar-2016,0,0,0,25415,313,0,0,0,4.0
KS,Mar-2017,0,0,0,26130,323,0,0,0,3.7
KS,Mar-2018,0,0,0,26276,318,0,0,0,3.4
KS,May-2015,0,0,0,25456,337,0,0,0,4.3
KS,May-2016,0,0,0,25400,305,0,0,0,4.0
KS,May-2017,0,0,0,26151,317,0,0,0,3.7
KS,May-2018,0,0,0,26365,333,0,0,0,3.3
KS,Nov-2015,0,0,0,25935,328,0,0,0,3.9
KS,Nov-2016,0,0,0,25296,315,0,0,0,4.0
KS,Nov-2017,0,0,0,26132,313,0,0,0,3.5
KS,Oct-2015,0,0,0,26017,334,0,0,0,3.9
KS,Oct-2016,0,0,0,25174,312,0,0,0,4.1
KS,Oct-2017,0,0,0,26140,316,0,0,0,3.6
KS,Sep-2015,0,0,0,25920,334,0,0,0,4.0
KS,Sep-2016,0,0,0,25223,315,0,0,0,4.1
KS,Sep-2017,0,0,0,26084,303,0,0,0,3.6
KY,Apr-2015,0,0,0,45635,1172,0,0,0,5.3
KY,Apr-2016,0,0,0,46307,1291,0,0,0,5.1
KY,Apr-2017,0,0,0,48046,1580,0,0,0,5.1
KY,Apr-2018,0,0,0,48175,1416,0,0,0,4.4
KY,Aug-2015,0,0,0,45990,1208,0,0,0,5.2
KY,Aug-2016,0,0,0,46769,1404,0,0,0,5.1
KY,Aug-2017,0,0,0,48144,1575,0,0,0,4.9
KY,Aug-2018,0,0,0,48150,1369,0,0,0,4.4
KY,Dec-2015,0,0,0,46195,1248,0,0,0,5.3
KY,Dec-2016,0,0,0,47606,1437,0,0,0,5.2
KY,Dec-2017,0,0,0,48014,1566,0,0,0,4.4
KY,Feb-2015,0,0,0,45331,1121,0,0,0,5.4
KY,Feb-2016,0,0,0,45854,1228,0,0,0,5.2
KY,Feb-2017,0,0,0,47924,1545,0,0,0,5.2
KY,Feb-2018,0,0,0,48344,1490,0,0,0,4.3
KY,Jan-2015,0,0,0,44911,1101,0,0,0,5.4
KY,Jan-2016,0,0,0,45819,1253,0,0,0,5.3
KY,Jan-2017,0,0,0,47839,1480,0,0,0,5.2
KY,Jan-2018,0,0,0,48413,1529,0,0,0,4.3
KY,Jul-2015,0,0,0,45917,1211,0,0,0,5.2
KY,Jul-2016,0,0,0,46593,1376,0,0,0,5.1
KY,Jul-2017,0,0,0,48228,1568,0,0,0,5.0
KY,Jul-2018,0,0,0,48048,1378,0,0,0,4.4
KY,Jun-2015,0,0,0,45839,1198,0,0,0,5.2
KY,Jun-2016,0,0,0,46456,1371,0,0,0,5.0
KY,Jun-2017,0,0,0,48254,1564,0,0,0,5.0
KY,Jun-2018,0,0,0,48048,1377,0,0,0,4.4
KY,Mar-2015,0,0,0,45453,1152,0,0,0,5.3
KY,Mar-2016,0,0,0,46039,1253,0,0,0,5.2
KY,Mar-2017,0,0,0,48020,1552,0,0,0,5.2
KY,Mar-2018,0,0,0,48246,1450,0,0,0,4.3
KY,May-2015,0,0,0,45852,1185,0,0,0,5.3
KY,May-2016,0,0,0,46269,1320,0,0,0,5.0
KY,May-2017,0,0,0,48136,1583,0,0,0,5.1
KY,May-2018,0,0,0,48168,1379,0,0,0,4.4
KY,Nov-2015,0,0,0,46396,1240,0,0,0,5.3
KY,Nov-2016,0,0,0,47283,1395,0,0,0,5.2
KY,Nov-2017,0,0,0,47845,1594,0,0,0,4.5
KY,Oct-2015,0,0,0,46372,1217,0,0,0,5.2
KY,Oct-2016,0,0,0,47070,1416,0,0,0,5.2
KY,Oct-2017,0,0,0,47967,1564,0,0,0,4.6
KY,Sep-2015,0,0,0,46169,1233,0,0,0,5.2
KY,Sep-2016,0,0,0,47052,1411,0,0,0,5.1
KY,Sep-2017,0,0,0,48012,1566,0,0,0,4.7
LA,Apr-2015,0,0,0,44230,796,0,0,0,6.5
LA,Apr-2016,0,0,0,43610,893,0,0,0,6.1
LA,Apr-2017,0,0,0,44836,1036,0,0,0,5.4
LA,Apr-2018,0,0,0,46522,1173,0,0,0,4.9
LA,Aug-2015,0,0,0,44240,823,0,0,0,6.1
LA,Aug-2016,0,0,0,43939,979,0,0,0,6.1
LA,Aug-2017,0,0,0,45031,1020,0,0,0,4.9
LA,Aug-2018,0,0,0,46688,1199,0,0,0,4.9
LA,Dec-2015,0,0,0,43914,875,0,0,0,6.1
LA,Dec-2016,0,0,0,44411,1004,0,0,0,5.9
LA,Dec-2017,0,0,0,45953,1102,0,0,0,4.6
LA,Feb-2015,0,0,0,44150,785,0,0,0,6.8
LA,Feb-2016,0,0,0,43428,901,0,0,0,6.1
LA,Feb-2017,0,0,0,44597,1010,0,0,0,5.7
LA,Feb-2018,0,0,0,46888,1134,0,0,0,4.7
LA,Jan-2015,0,0,0,44100,782,0,0,0,6.9
LA,Jan-2016,0,0,0,43495,890,0,0,0,6.1
LA,Jan-2017,0,0,0,44579,1015,0,0,0,5.8
LA,Jan-2018,0,0,0,46785,1112,0,0,0,4.7
LA,Jul-2015,0,0,0,44204,825,0,0,0,6.1
LA,Jul-2016,0,0,0,43742,962,0,0,0,6.1
LA,Jul-2017,0,0,0,44995,1007,0,0,0,5.0
LA,Jul-2018,0,0,0,46691,1207,0,0,0,5.0
LA,Jun-2015,0,0,0,44191,802,0,0,0,6.2
LA,Jun-2016,0,0,0,43768,941,0,0,0,6.1
LA,Jun-2017,0,0,0,44976,1016,0,0,0,5.1
LA,Jun-2018,0,0,0,46663,1212,0,0,0,5.0
LA,Mar-2015,0,0,0,44301,784,0,0,0,6.6
LA,Mar-2016,0,0,0,43445,894,0,0,0,6.1
LA,Mar-2017,0,0,0,44769,1020,0,0,0,5.5
LA,Mar-2018,0,0,0,46589,1166,0,0,0,4.8
LA,May-2015,0,0,0,44154,803,0,0,0,6.4
LA,May-2016,0,0,0,43743,899,0,0,0,6.1
LA,May-2017,0,0,0,44913,1030,0,0,0,5.3
LA,May-2018,0,0,0,46607,1201,0,0,0,5.0
LA,Nov-2015,0,0,0,44169,853,0,0,0,6.1
LA,Nov-2016,0,0,0,44340,1012,0,0,0,6.0
LA,Nov-2017,0,0,0,45331,1059,0,0,0,4.7
LA,Oct-2015,0,0,0,44348,834,0,0,0,6.0
LA,Oct-2016,0,0,0,44225,1021,0,0,0,6.0
LA,Oct-2017,0,0,0,45068,1015,0,0,0,4.7
LA,Sep-2015,0,0,0,44371,838,0,0,0,6.0
LA,Sep-2016,0,0,0,44033,997,0,0,0,6.1
LA,Sep-2017,0,0,0,45019,1014,0,0,0,4.8
MA,Apr-2015,0,0,0,58197,1376,0,0,0,5.0
MA,Apr-2016,0,0,0,57077,1889,0,0,0,4.0
MA,Apr-2017,0,0,0,59087,2168,0,0,0,3.8
MA,Apr-2018,0,0,0,59636,2162,0,0,0,3.5
MA,Aug-2015,0,0,0,58790,1494,0,0,0,4.7
MA,Aug-2016,0,0,0,56981,2089,0,0,0,3.7
MA,Aug-2017,0,0,0,59589,2104,0,0,0,3.8
MA,Aug-2018,0,0,0,59738,2294,0,0,0,3.3
MA,Dec-2015,0,0,0,58761,1723,0,0,0,4.4
MA,Dec-2016,0,0,0,57861,2198,0,0,0,3.8
MA,Dec-2017,0,0,0,59727,2138,0,0,0,3.6
MA,Feb-2015,0,0,0,57676,1288,0,0,0,5.1
MA,Feb-2016,0,0,0,57469,1788,0,0,0,4.2
MA,Feb-2017,0,0,0,58797,2206,0,0,0,3.8
MA,Feb-2018,0,0,0,59853,2166,0,0,0,3.6
MA,Jan-2015,0,0,0,57044,1296,0,0,0,5.1
MA,Jan-2016,0,0,0,57874,1738,0,0,0,4.3
MA,Jan-2017,0,0,0,58454,2224,0,0,0,3.8
MA,Jan-2018,0,0,0,60029,2159,0,0,0,3.6
MA,Jul-2015,0,0,0,58729,1453,0,0,0,4.8
MA,Jul-2016,0,0,0,56793,2073,0,0,0,3.7
MA,Jul-2017,0,0,0,59435,2078,0,0,0,3.8
MA,Jul-2018,0,0,0,59912,2304,0,0,0,3.3
MA,Jun-2015,0,0,0,58523,1408,0,0,0,4.8
MA,Jun-2016,0,0,0,56937,2001,0,0,0,3.8
MA,Jun-2017,0,0,0,59166,2105,0,0,0,3.8
MA,Jun-2018,0,0,0,59891,2280,0,0,0,3.4
MA,Mar-2015,0,0,0,58056,1331,0,0,0,5.0
MA,Mar-2016,0,0,0,57250,1812,0,0,0,4.1
MA,Mar-2017,0,0,0,58965,2203,0,0,0,3.8
MA,Mar-2018,0,0,0,59770,2159,0,0,0,3.5
MA,May-2015,0,0,0,58356,1395,0,0,0,4.9
MA,May-2016,0,0,0,56934,1932,0,0,0,3.9
MA,May-2017,0,0,0,59072,2143,0,0,0,3.8
MA,May-2018,0,0,0,59852,2221,0,0,0,3.5
MA,Nov-2015,0,0,0,59104,1702,0,0,0,4.5
MA,Nov-2016,0,0,0,57362,2157,0,0,0,3.7
MA,Nov-2017,0,0,0,59559,2102,0,0,0,3.7
MA,Oct-2015,0,0,0,59151,1623,0,0,0,4.6
MA,Oct-2016,0,0,0,57073,2143,0,0,0,3.7
MA,Oct-2017,0,0,0,59624,2093,0,0,0,3.7
MA,Sep-2015,0,0,0,58924,1549,0,0,0,4.7
MA,Sep-2016,0,0,0,57129,2131,0,0,0,3.7
MA,Sep-2017,0,0,0,59535,2106,0,0,0,3.7
MD,Apr-2015,119,329,171,46928,1125,970,98.8444444444444,18,5.3
MD,Apr-2016,179,468,180,46898,1479,1286,98.6477349560514,24,4.5
MD,Apr-2017,380,683,209,49576,2265,2037,98.4988962472406,54,4.3
MD,Apr-2018,658,449,236,49855,2410,2156,98.50622406639,56,4.1
MD,Aug-2015,139,363,166,47457,1169,996,98.4602224123182,19,5.0
MD,Aug-2016,243,604,191,47548,1848,1640,98.8095238095238,38,4.4
MD,Aug-2017,435,574,222,49549,2250,2011,98.5777777777778,49,4.2
MD,Aug-2018,739,410,199,50035,2431,2184,98.5602632661456,61,3.8
MD,Dec-2015,145,422,188,47162,1320,1130,98.4090909090909,25,4.7
MD,Dec-2016,316,656,194,48668,2074,1866,98.794599807136,46,4.4
MD,Dec-2017,524,516,241,49670,2284,2037,98.5551663747811,51,4.2
MD,Feb-2015,117,336,161,46765,1115,964,98.7443946188341,16,5.4
MD,Feb-2016,164,421,183,46686,1336,1150,98.6526946107784,24,4.5
MD,Feb-2017,335,688,189,49189,2188,1967,98.5831809872029,47,4.3
MD,Feb-2018,592,468,246,49967,2357,2100,98.5156912637829,52,4.2
MD,Jan-2015,109,327,150,46592,1078,936,98.60853432282,17,5.4
MD,Jan-2016,154,418,179,46615,1303,1112,98.5418265541059,21,4.6
MD,Jan-2017,329,679,200,49031,2174,1954,98.7120515179393,48,4.4
MD,Jan-2018,553,481,241,49961,2288,2037,98.4265734265734,50,4.2
MD,Jul-2015,131,342,176,47386,1146,976,98.6910994764398,20,5.0
MD,Jul-2016,237,596,180,47315,1758,1561,98.8054607508532,31,4.4
MD,Jul-2017,411,582,216,49530,2259,2020,98.6277113767154,52,4.2
MD,Jul-2018,736,414,211,50067,2432,2180,98.4375,63,3.9
MD,Jun-2015,122,331,170,47301,1137,965,98.504837291117,18,5.1
MD,Jun-2016,221,560,180,47120,1683,1491,98.7522281639929,28,4.4
MD,Jun-2017,404,613,218,49654,2273,2038,98.6801583809943,56,4.2
MD,Jun-2018,709,423,219,49863,2439,2182,98.4029484029484,57,4.0
MD,Mar-2015,119,335,163,46818,1129,969,98.6713906111603,18,5.3
MD,Mar-2016,171,433,183,46689,1381,1201,98.7690079652426,24,4.5
MD,Mar-2017,346,692,202,49489,2230,2002,98.5201793721973,50,4.3
MD,Mar-2018,631,454,243,49930,2395,2140,98.4544695071011,55,4.1
MD,May-2015,121,337,173,47095,1137,975,98.768689533861,18,5.2
MD,May-2016,199,506,177,47054,1580,1389,98.8607594936709,28,4.4
MD,May-2017,388,646,215,49556,2267,2040,98.5443317159241,55,4.2
MD,May-2018,688,439,226,49828,2425,2161,98.4349258649094,58,4.0
MD,Nov-2015,143,396,184,47583,1282,1096,98.2839313572543,25,4.8
MD,Nov-2016,298,633,189,48351,1997,1795,98.8983475212819,42,4.4
MD,Nov-2017,497,543,227,49539,2285,2038,98.5557986870897,51,4.2
MD,Oct-2015,150,390,183,47630,1251,1071,98.4812150279776,20,4.8
MD,Oct-2016,275,626,188,48045,1945,1733,98.7660668380463,44,4.4
MD,Oct-2017,474,556,227,49527,2277,2039,98.6385595081247,50,4.2
MD,Sep-2015,144,381,175,47485,1212,1033,98.4323432343234,20,4.9
MD,Sep-2016,259,609,190,47868,1907,1694,98.8463555322496,42,4.4
MD,Sep-2017,459,572,227,49583,2262,2027,98.5411140583554,49,4.2
ME,Apr-2015,24,46,41,13993,243,211,99.1769547325103,21,4.6
ME,Apr-2016,39,50,32,13868,290,246,98.9655172413793,22,3.8
ME,Apr-2017,67,65,37,14445,375,324,98.4,35,3.5
ME,Apr-2018,95,73,25,14507,404,343,99.2574257425743,41,3.3
ME,Aug-2015,23,48,39,14179,245,219,99.1836734693878,19,4.2
ME,Aug-2016,54,59,35,14005,345,291,99.1304347826087,30,3.8
ME,Aug-2017,78,66,33,14391,362,314,98.0662983425414,30,3.4
ME,Aug-2018,101,73,28,14474,401,340,99.7506234413965,45,3.5
ME,Dec-2015,32,53,37,14324,267,235,98.501872659176,22,4.0
ME,Dec-2016,59,54,39,14069,357,306,99.1596638655462,31,3.6
ME,Dec-2017,89,75,32,14513,409,348,98.7775061124694,40,3.2
ME,Feb-2015,25,40,35,13845,218,181,99.5412844036697,15,4.8
ME,Feb-2016,32,49,32,13952,271,232,98.5239852398524,28,3.9
ME,Feb-2017,63,62,40,14224,366,315,98.6338797814208,28,3.5
ME,Feb-2018,93,70,29,14640,411,349,99.0267639902676,43,3.2
ME,Jan-2015,22,38,35,13627,213,171,99.0610328638498,15,5.0
ME,Jan-2016,32,49,34,14129,270,235,98.5185185185185,23,3.9
ME,Jan-2017,61,60,40,14136,368,316,98.9130434782609,31,3.6
ME,Jan-2018,92,72,29,14604,408,345,99.0196078431373,43,3.2
ME,Jul-2015,21,48,40,14052,253,223,99.2094861660079,22,4.3
ME,Jul-2016,51,57,33,14044,334,283,98.8023952095808,29,3.8
ME,Jul-2017,69,64,37,14325,355,310,98.0281690140845,30,3.4
ME,Jul-2018,106,77,27,14491,403,341,99.7518610421836,42,3.4
ME,Jun-2015,22,44,39,14016,238,209,99.1596638655462,22,4.4
ME,Jun-2016,48,54,35,14059,327,273,98.7767584097859,26,3.8
ME,Jun-2017,67,68,32,14362,356,311,98.314606741573,31,3.4
ME,Jun-2018,103,71,31,14443,404,344,99.5049504950495,43,3.4
ME,Mar-2015,23,42,36,13901,230,196,99.5652173913043,17,4.7
ME,Mar-2016,34,49,33,13897,279,237,98.5663082437276,25,3.9
ME,Mar-2017,67,62,39,14326,368,316,98.3695652173913,32,3.5
ME,Mar-2018,90,73,26,14551,410,350,99.2682926829268,41,3.2
ME,May-2015,24,45,40,14023,239,208,99.163179916318,20,4.5
ME,May-2016,43,52,34,13964,303,257,98.6798679867987,24,3.8
ME,May-2017,64,66,33,14342,369,319,98.3739837398374,32,3.5
ME,May-2018,101,76,28,14474,402,341,99.5024875621891,41,3.3
ME,Nov-2015,33,55,37,14367,271,241,98.5239852398524,21,4.0
ME,Nov-2016,57,52,34,13983,341,288,99.1202346041056,30,3.7
ME,Nov-2017,83,72,38,14491,396,340,98.7373737373737,38,3.2
ME,Oct-2015,28,51,41,14368,265,237,98.8679245283019,19,4.0
ME,Oct-2016,53,51,32,13923,337,284,99.1097922848665,32,3.7
ME,Oct-2017,87,76,38,14467,394,339,98.4771573604061,37,3.3
ME,Sep-2015,26,49,41,14296,258,232,99.2248062015504,19,4.1
ME,Sep-2016,53,56,33,13937,342,290,99.1228070175439,31,3.7
ME,Sep-2017,80,68,38,14479,376,323,98.1382978723404,35,3.3
MI,Apr-2015,0,0,0,94589,1941,0,0,0,5.7
MI,Apr-2016,0,0,0,93368,1927,0,0,0,5.0
MI,Apr-2017,0,0,0,96144,2511,0,0,0,4.5
MI,Apr-2018,0,0,0,97056,2675,0,0,0,4.3
MI,Aug-2015,0,0,0,95190,2009,0,0,0,5.2
MI,Aug-2016,0,0,0,93445,1977,0,0,0,5.0
MI,Aug-2017,0,0,0,96265,2696,0,0,0,4.6
MI,Aug-2018,0,0,0,97427,2636,0,0,0,3.9
MI,Dec-2015,0,0,0,93920,1973,0,0,0,4.9
MI,Dec-2016,0,0,0,94840,2342,0,0,0,5.0
MI,Dec-2017,0,0,0,96266,2665,0,0,0,4.6
MI,Feb-2015,0,0,0,93559,1822,0,0,0,5.9
MI,Feb-2016,0,0,0,93407,1963,0,0,0,4.9
MI,Feb-2017,0,0,0,95549,2469,0,0,0,4.8
MI,Feb-2018,0,0,0,97119,2661,0,0,0,4.4
MI,Jan-2015,0,0,0,93274,1796,0,0,0,6.0
MI,Jan-2016,0,0,0,93137,1944,0,0,0,4.9
MI,Jan-2017,0,0,0,95468,2435,0,0,0,4.9
MI,Jan-2018,0,0,0,96775,2645,0,0,0,4.5
MI,Jul-2015,0,0,0,95051,2017,0,0,0,5.3
MI,Jul-2016,0,0,0,93394,1950,0,0,0,5.0
MI,Jul-2017,0,0,0,96246,2630,0,0,0,4.5
MI,Jul-2018,0,0,0,97348,2659,0,0,0,4.0
MI,Jun-2015,0,0,0,94937,2012,0,0,0,5.5
MI,Jun-2016,0,0,0,93472,1926,0,0,0,5.0
MI,Jun-2017,0,0,0,96216,2591,0,0,0,4.4
MI,Jun-2018,0,0,0,97066,2661,0,0,0,4.0
MI,Mar-2015,0,0,0,94086,1861,0,0,0,5.8
MI,Mar-2016,0,0,0,93268,1975,0,0,0,4.9
MI,Mar-2017,0,0,0,96017,2491,0,0,0,4.6
MI,Mar-2018,0,0,0,96960,2670,0,0,0,4.4
MI,May-2015,0,0,0,94659,1986,0,0,0,5.6
MI,May-2016,0,0,0,93535,1927,0,0,0,5.0
MI,May-2017,0,0,0,96114,2547,0,0,0,4.4
MI,May-2018,0,0,0,97027,2643,0,0,0,4.2
MI,Nov-2015,0,0,0,94631,1997,0,0,0,4.9
MI,Nov-2016,0,0,0,94283,2193,0,0,0,5.1
MI,Nov-2017,0,0,0,96022,2708,0,0,0,4.6
MI,Oct-2015,0,0,0,95079,1997,0,0,0,5.0
MI,Oct-2016,0,0,0,93939,2108,0,0,0,5.1
MI,Oct-2017,0,0,0,95963,2707,0,0,0,4.6
MI,Sep-2015,0,0,0,95072,2006,0,0,0,5.1
MI,Sep-2016,0,0,0,93753,2013,0,0,0,5.1
MI,Sep-2017,0,0,0,96087,2725,0,0,0,4.6
MN,Apr-2015,0,0,0,42623,541,0,0,0,3.7
MN,Apr-2016,0,0,0,42590,627,0,0,0,3.8
MN,Apr-2017,0,0,0,43647,668,0,0,0,3.5
MN,Apr-2018,0,0,0,44419,698,0,0,0,3.0
MN,Aug-2015,0,0,0,43041,563,0,0,0,3.6
MN,Aug-2016,0,0,0,42560,649,0,0,0,4.0
MN,Aug-2017,0,0,0,43902,698,0,0,0,3.3
MN,Aug-2018,0,0,0,44761,667,0,0,0,2.8
MN,Dec-2015,0,0,0,42713,592,0,0,0,3.7
MN,Dec-2016,0,0,0,43134,664,0,0,0,3.9
MN,Dec-2017,0,0,0,44295,728,0,0,0,3.1
MN,Feb-2015,0,0,0,42098,523,0,0,0,3.7
MN,Feb-2016,0,0,0,42746,631,0,0,0,3.7
MN,Feb-2017,0,0,0,43284,652,0,0,0,3.7
MN,Feb-2018,0,0,0,44722,719,0,0,0,3.1
MN,Jan-2015,0,0,0,41954,530,0,0,0,3.8
MN,Jan-2016,0,0,0,42576,607,0,0,0,3.7
MN,Jan-2017,0,0,0,43129,655,0,0,0,3.8
MN,Jan-2018,0,0,0,44684,718,0,0,0,3.1
MN,Jul-2015,0,0,0,42851,549,0,0,0,3.7
MN,Jul-2016,0,0,0,42556,645,0,0,0,3.9
MN,Jul-2017,0,0,0,43878,686,0,0,0,3.4
MN,Jul-2018,0,0,0,44584,686,0,0,0,2.8
MN,Jun-2015,0,0,0,42770,544,0,0,0,3.7
MN,Jun-2016,0,0,0,42535,649,0,0,0,3.9
MN,Jun-2017,0,0,0,43837,685,0,0,0,3.4
MN,Jun-2018,0,0,0,44410,676,0,0,0,2.8
MN,Mar-2015,0,0,0,42319,529,0,0,0,3.7
MN,Mar-2016,0,0,0,42655,626,0,0,0,3.7
MN,Mar-2017,0,0,0,43480,664,0,0,0,3.6
MN,Mar-2018,0,0,0,44531,713,0,0,0,3.0
MN,May-2015,0,0,0,42666,550,0,0,0,3.7
MN,May-2016,0,0,0,42526,631,0,0,0,3.8
MN,May-2017,0,0,0,43865,676,0,0,0,3.5
MN,May-2018,0,0,0,44355,689,0,0,0,2.9
MN,Nov-2015,0,0,0,43022,588,0,0,0,3.6
MN,Nov-2016,0,0,0,42946,654,0,0,0,4.0
MN,Nov-2017,0,0,0,44136,729,0,0,0,3.1
MN,Oct-2015,0,0,0,43207,586,0,0,0,3.6
MN,Oct-2016,0,0,0,42767,638,0,0,0,4.0
MN,Oct-2017,0,0,0,43983,727,0,0,0,3.2
MN,Sep-2015,0,0,0,43112,574,0,0,0,3.6
MN,Sep-2016,0,0,0,42690,647,0,0,0,4.0
MN,Sep-2017,0,0,0,43932,720,0,0,0,3.3
MO,Apr-2015,0,0,0,61945,1072,0,0,0,5.4
MO,Apr-2016,0,0,0,61039,1150,0,0,0,4.5
MO,Apr-2017,0,0,0,63345,1403,0,0,0,3.8
MO,Apr-2018,0,0,0,65311,1440,0,0,0,3.3
MO,Aug-2015,0,0,0,62314,1070,0,0,0,4.7
MO,Aug-2016,0,0,0,61319,1236,0,0,0,4.8
